gridmet_id,UniqueId,Name,StartedDateOnly,Latitude,Longitude,AcresBurned,gridmet_rows_available,n_days_7d,pr_mm_7d_mean,pr_mm_7d_min,pr_mm_7d_max,pr_mm_7d_sum,tmmn_K_7d_mean,tmmn_K_7d_min,tmmn_K_7d_max,tmmn_K_7d_sum,tmmx_K_7d_mean,tmmx_K_7d_min,tmmx_K_7d_max,tmmx_K_7d_sum,rmin_pct_7d_mean,rmin_pct_7d_min,rmin_pct_7d_max,rmin_pct_7d_sum,rmax_pct_7d_mean,rmax_pct_7d_min,rmax_pct_7d_max,rmax_pct_7d_sum,vs_m_s_7d_mean,vs_m_s_7d_min,vs_m_s_7d_max,vs_m_s_7d_sum,srad_W_m2_7d_mean,srad_W_m2_7d_min,srad_W_m2_7d_max,srad_W_m2_7d_sum,bi_7d_mean,bi_7d_min,bi_7d_max,bi_7d_sum,erc_7d_mean,erc_7d_min,erc_7d_max,erc_7d_sum,fm100_pct_7d_mean,fm100_pct_7d_min,fm100_pct_7d_max,fm100_pct_7d_sum,fm1000_pct_7d_mean,fm1000_pct_7d_min,fm1000_pct_7d_max,fm1000_pct_7d_sum,vpd_kPa_7d_mean,vpd_kPa_7d_min,vpd_kPa_7d_max,vpd_kPa_7d_sum,pet_mm_7d_mean,pet_mm_7d_min,pet_mm_7d_max,pet_mm_7d_sum,n_days_14d,pr_mm_14d_mean,pr_mm_14d_min,pr_mm_14d_max,pr_mm_14d_sum,tmmn_K_14d_mean,tmmn_K_14d_min,tmmn_K_14d_max,tmmn_K_14d_sum,tmmx_K_14d_mean,tmmx_K_14d_min,tmmx_K_14d_max,tmmx_K_14d_sum,rmin_pct_14d_mean,rmin_pct_14d_min,rmin_pct_14d_max,rmin_pct_14d_sum,rmax_pct_14d_mean,rmax_pct_14d_min,rmax_pct_14d_max,rmax_pct_14d_sum,vs_m_s_14d_mean,vs_m_s_14d_min,vs_m_s_14d_max,vs_m_s_14d_sum,srad_W_m2_14d_mean,srad_W_m2_14d_min,srad_W_m2_14d_max,srad_W_m2_14d_sum,bi_14d_mean,bi_14d_min,bi_14d_max,bi_14d_sum,erc_14d_mean,erc_14d_min,erc_14d_max,erc_14d_sum,fm100_pct_14d_mean,fm100_pct_14d_min,fm100_pct_14d_max,fm100_pct_14d_sum,fm1000_pct_14d_mean,fm1000_pct_14d_min,fm1000_pct_14d_max,fm1000_pct_14d_sum,vpd_kPa_14d_mean,vpd_kPa_14d_min,vpd_kPa_14d_max,vpd_kPa_14d_sum,pet_mm_14d_mean,pet_mm_14d_min,pet_mm_14d_max,pet_mm_14d_sum,n_days_30d,pr_mm_30d_mean,pr_mm_30d_min,pr_mm_30d_max,pr_mm_30d_sum,tmmn_K_30d_mean,tmmn_K_30d_min,tmmn_K_30d_max,tmmn_K_30d_sum,tmmx_K_30d_mean,tmmx_K_30d_min,tmmx_K_30d_max,tmmx_K_30d_sum,rmin_pct_30d_mean,rmin_pct_30d_min,rmin_pct_30d_max,rmin_pct_30d_sum,rmax_pct_30d_mean,rmax_pct_30d_min,rmax_pct_30d_max,rmax_pct_30d_sum,vs_m_s_30d_mean,vs_m_s_30d_min,vs_m_s_30d_max,vs_m_s_30d_sum,srad_W_m2_30d_mean,srad_W_m2_30d_min,srad_W_m2_30d_max,srad_W_m2_30d_sum,bi_30d_mean,bi_30d_min,bi_30d_max,bi_30d_sum,erc_30d_mean,erc_30d_min,erc_30d_max,erc_30d_sum,fm100_pct_30d_mean,fm100_pct_30d_min,fm100_pct_30d_max,fm100_pct_30d_sum,fm1000_pct_30d_mean,fm1000_pct_30d_min,fm1000_pct_30d_max,fm1000_pct_30d_sum,vpd_kPa_30d_mean,vpd_kPa_30d_min,vpd_kPa_30d_max,vpd_kPa_30d_sum,pet_mm_30d_mean,pet_mm_30d_min,pet_mm_30d_max,pet_mm_30d_sum,fire_start_date,log_acres,year,month,nwcg_size_class,severity_tier,size_tier,elevation,slope_degrees,aspect_degrees,northness,eastness
fire_01636,136a1828-ec7f-487f-9aa1-7f378e51322a,3-8 Fire ,2022-08-08,41.060445,-121.211449,14.0,30,7,0.0,0.0,0.0,0.0,290.31428571428575,288.6,292.0,2032.2000000000005,302.7714285714286,300.6,305.1,2119.4,29.31428571428572,20.4,42.1,205.2,64.07142857142857,49.2,78.3,448.5,2.7571428571428567,1.8,4.2,19.3,295.12857142857143,251.0,313.6,2065.9,54.85714285714285,47.0,63.0,384.0,76.85714285714286,75.0,80.0,538.0,7.628571428571428,7.2,7.9,53.4,6.985714285714287,6.8,7.1,48.900000000000006,1.7742857142857145,1.14,2.39,12.420000000000002,5.957142857142856,5.4,6.9,41.7,14,0.0,0.0,0.0,0.0,291.25714285714287,288.6,294.0,4077.6,305.3285714285715,300.6,309.8,4274.6,22.778571428571432,11.0,42.1,318.90000000000003,53.50714285714286,31.4,78.3,749.1,2.6,1.8,4.2,36.4,292.5928571428572,233.7,333.0,4096.3,56.92857142857143,47.0,63.0,797.0,80.85714285714286,75.0,87.0,1132.0,6.357142857142857,4.6,7.9,89.0,6.914285714285713,6.6,7.1,96.79999999999998,2.33,1.14,3.5,32.62,6.328571428571428,5.4,7.6,88.6,30,0.0,0.0,0.0,0.0,289.43666666666667,284.9,294.0,8683.1,304.7566666666667,299.5,309.8,9142.7,19.356666666666666,9.8,42.1,580.6999999999999,49.61333333333333,31.4,78.3,1488.4,2.8966666666666665,1.8,4.2,86.89999999999999,318.4833333333333,233.7,348.3,9554.5,58.833333333333336,47.0,66.0,1765.0,78.66666666666667,66.0,87.0,2360.0,6.283333333333334,4.5,8.8,188.50000000000003,7.676666666666666,6.6,9.5,230.3,2.308666666666667,1.14,3.5,69.26,6.84,5.4,8.1,205.2,2022-08-08,2.70805020110221,2022,8,C,Small,Small,1406.9044,4.0,142.0,-0.7880107536067219,0.6156614753256584
fire_01637,0f52278a-7102-48c5-a904-c9153187a3a2,Sam Fire,2022-08-10,34.765322,-118.732882,149.0,30,7,0.0,0.0,0.0,0.0,293.2857142857143,291.5,295.6,2053.0,305.6571428571429,302.8,307.5,2139.6000000000004,20.32857142857143,12.6,32.2,142.3,49.52857142857143,43.2,63.5,346.7,3.3714285714285714,2.2,4.5,23.6,310.1428571428572,284.1,326.4,2171.0,68.42857142857143,58.0,80.0,479.0,87.85714285714286,83.0,90.0,615.0,6.3,5.9,6.9,44.1,5.414285714285714,5.2,5.5,37.9,2.5285714285714285,1.8,2.93,17.7,7.271428571428572,6.4,8.1,50.900000000000006,14,0.0,0.0,0.0,0.0,294.1,291.5,295.9,4117.400000000001,305.7,302.8,307.5,4279.8,18.685714285714283,10.3,32.2,261.6,44.70714285714285,26.5,63.5,625.8999999999999,3.571428571428572,2.2,4.9,50.0,309.95,284.1,343.0,4339.3,72.35714285714286,58.0,92.0,1013.0,90.64285714285714,83.0,97.0,1269.0,5.571428571428571,4.2,6.9,78.0,5.192857142857142,4.9,5.5,72.69999999999999,2.658571428571429,1.8,3.25,37.220000000000006,7.5928571428571425,6.4,9.5,106.3,30,0.0,0.0,0.0,0.0,294.64,291.5,297.9,8839.199999999999,306.6,302.8,310.6,9197.999999999998,14.989999999999998,5.5,32.2,449.69999999999993,38.5,17.8,63.5,1155.0,3.816666666666667,2.2,4.9,114.5,328.0733333333334,284.1,357.3,9842.2,76.96666666666667,58.0,92.0,2309.0,92.33333333333331,83.0,100.0,2770.0,4.966666666666668,3.2,6.9,149.00000000000003,5.36,4.9,6.0,160.8,2.962,1.8,3.76,88.85999999999999,8.306666666666667,6.4,10.2,249.2,2022-08-10,5.010635294096256,2022,8,D,Medium,Medium,1048.3951,10.0,25.0,0.90630778703665,0.4226182617406994
fire_01638,b2407838-9dd2-45b8-a956-899bf6891b98,Rail Fire,2022-08-14,35.2882644,-118.6292243,250.0,30,7,0.0,0.0,0.0,0.0,295.88571428571424,294.5,297.4,2071.2,306.3428571428571,305.0,307.1,2144.4,20.457142857142856,13.5,26.3,143.2,49.15714285714286,40.6,57.6,344.1,3.085714285714286,2.4,3.6,21.6,313.5,310.4,318.1,2194.5,63.0,56.0,71.0,441.0,82.57142857142857,80.0,86.0,578.0,7.042857142857143,6.0,7.8,49.3,6.428571428571429,6.4,6.5,45.0,2.7142857142857144,2.28,3.05,19.0,7.328571428571429,6.9,8.0,51.3,14,0.2428571428571428,0.0,2.3,3.4,297.02857142857147,294.5,300.6,4158.400000000001,307.4142857142857,305.0,309.2,4303.8,24.335714285714285,13.5,38.8,340.7,55.04285714285715,40.6,79.5,770.6000000000001,3.128571428571429,2.4,3.6,43.8,302.0357142857143,250.2,320.8,4228.5,53.642857142857146,0.0,71.0,751.0,79.92857142857143,62.0,88.0,1119.0,7.092857142857143,5.4,8.7,99.3,6.142857142857145,5.4,6.5,86.00000000000003,2.682142857142857,1.93,3.05,37.55,7.292857142857144,6.6,8.0,102.1,30,0.1133333333333333,0.0,2.3,3.4,297.56000000000006,294.5,300.9,8926.800000000001,308.7300000000001,305.0,312.6,9261.9,17.973333333333336,3.2,38.8,539.2,44.62333333333333,20.0,79.5,1338.6999999999998,3.273333333333333,2.4,5.2,98.2,318.88,250.2,347.1,9566.4,64.76666666666667,0.0,99.0,1943.0,86.7,62.0,99.0,2601.0,5.686666666666667,3.2,8.7,170.60000000000002,5.923333333333334,5.3,6.5,177.70000000000002,3.2139999999999995,1.93,4.2,96.42,8.06,6.6,10.6,241.8,2022-08-14,5.525452939131784,2022,8,D,Medium,Medium,413.65704,1.0,23.0,0.9205048534524404,0.3907311284892737
fire_01639,ad465a00-5520-4188-9f91-3c5568adb40e,Oak Fire,2022-08-15,39.04941,-120.9526,19244.0,30,7,0.0,0.0,0.0,0.0,289.57142857142856,287.5,290.7,2027.0,304.9428571428571,302.4,307.7,2134.6,17.085714285714285,8.4,26.1,119.6,44.35714285714285,27.5,62.1,310.5,2.8428571428571425,1.9,4.0,19.9,309.37142857142857,219.7,332.3,2165.6,61.57142857142857,57.0,65.0,431.0,83.85714285714286,79.0,90.0,587.0,6.385714285714285,4.9,7.2,44.7,6.471428571428572,6.2,6.6,45.3,2.4714285714285715,1.78,3.21,17.3,6.6571428571428575,6.0,7.0,46.6,14,0.0,0.0,0.0,0.0,291.0785714285714,287.5,295.4,4075.1,305.1857142857143,301.1,309.2,4272.6,22.078571428571426,8.4,36.3,309.1,50.52142857142858,27.5,69.1,707.3000000000001,2.957142857142857,1.9,4.0,41.4,294.12142857142857,199.9,332.3,4117.7,60.71428571428572,51.0,70.0,850.0,82.14285714285714,76.0,90.0,1150.0,6.757142857142857,4.9,7.7,94.6,6.414285714285714,6.2,6.6,89.8,2.365,1.47,3.21,33.11,6.571428571428572,5.2,8.3,92.0,30,0.0,0.0,0.0,0.0,292.46666666666664,287.5,295.8,8774.0,306.86999999999995,301.1,310.5,9206.1,19.023333333333333,8.4,36.3,570.7,41.42666666666666,23.7,69.1,1242.8,3.0900000000000003,1.9,4.0,92.7,321.09000000000003,199.9,367.9,9632.7,64.6,51.0,75.0,1938.0,85.16666666666667,76.0,91.0,2555.0,5.616666666666665,3.9,7.7,168.49999999999997,6.459999999999999,6.0,7.5,193.8,2.786666666666666,1.47,3.71,83.6,7.459999999999999,5.2,9.3,223.8,2022-08-15,9.865006565717849,2022,8,G,Extreme,Extreme,639.2813,1.0,56.0,0.5591929034707468,0.8290375725550417
fire_01640,606930f2-4368-4e78-bb43-4ba33db70f11,Wishon Fire,2022-08-15,36.17768,-118.71829,325.0,30,7,0.0,0.0,0.0,0.0,291.9,290.6,292.9,2043.3,303.3,302.2,304.2,2123.1,16.97142857142857,10.0,23.7,118.8,42.271428571428565,30.2,55.0,295.9,2.142857142857143,1.5,2.9,15.0,307.8142857142857,304.5,311.2,2154.7,56.57142857142857,48.0,67.0,396.0,84.57142857142857,81.0,90.0,592.0,6.585714285714286,5.0,7.8,46.1,6.328571428571429,6.1,6.5,44.3,2.315714285714286,1.89,2.73,16.21,6.114285714285714,5.6,6.8,42.8,14,0.3571428571428571,0.0,2.3,5.0,291.85714285714283,289.9,293.9,4086.0,303.12142857142857,299.8,304.5,4243.7,23.12142857142857,10.0,45.7,323.7,52.5,30.2,85.9,735.0,2.071428571428572,1.4,2.9,29.0,287.20714285714286,179.8,316.3,4020.9,42.92857142857143,0.0,67.0,601.0,78.92857142857143,55.0,90.0,1105.0,7.392857142857141,5.0,10.5,103.5,6.0,4.9,6.5,84.0,2.0764285714285715,1.17,2.73,29.070000000000004,5.728571428571428,4.1,6.8,80.19999999999999,30,0.19,0.0,2.3,5.7,293.4800000000001,289.9,297.7,8804.400000000001,304.68000000000006,299.8,309.1,9140.4,17.313333333333333,2.6,45.7,519.4,39.22333333333333,10.9,85.9,1176.6999999999998,2.2,1.4,4.4,65.99999999999999,307.99666666666667,179.8,338.3,9239.9,54.06666666666667,0.0,96.0,1622.0,88.36666666666666,55.0,103.0,2651.0,5.453333333333334,2.5,10.5,163.60000000000002,5.406666666666666,4.5,6.5,162.2,2.588,1.17,3.61,77.63999999999999,6.416666666666669,4.1,9.3,192.50000000000009,2022-08-15,5.786897381366708,2022,8,E,Medium,Medium,1098.4703,24.0,160.0,-0.9396926207859084,0.3420201433256689
fire_01641,9416f961-c5f3-40ec-805f-87bb8b09c5f6,Eden Fire,2022-08-15,37.70049,-121.97822,58.0,30,7,0.0,0.0,0.0,0.0,286.3428571428572,285.3,287.6,2004.4,301.0,298.5,306.5,2107.0,31.200000000000006,20.1,37.1,218.40000000000003,86.7857142857143,81.6,90.6,607.5000000000001,5.4,4.9,6.2,37.8,319.17142857142863,316.9,321.8,2234.2000000000003,50.71428571428572,48.0,53.0,355.0,51.57142857142857,50.0,54.0,361.0,11.971428571428572,11.8,12.3,83.8,11.585714285714284,11.5,11.6,81.1,1.3642857142857143,1.1,2.05,9.55,6.585714285714286,6.0,8.1,46.1,14,0.0,0.0,0.0,0.0,286.8928571428571,285.3,287.9,4016.5,301.5357142857143,297.8,306.5,4221.5,31.464285714285715,20.1,42.0,440.5,86.88571428571427,81.6,92.0,1216.4,5.128571428571428,4.1,6.2,71.8,310.0142857142857,257.4,323.0,4340.2,49.21428571428572,44.0,53.0,689.0,51.642857142857146,50.0,54.0,723.0,12.064285714285717,11.5,12.9,168.9,11.492857142857142,11.4,11.6,160.89999999999998,1.3992857142857142,0.9,2.05,19.59,6.528571428571427,5.5,8.1,91.39999999999998,30,0.0,0.0,0.0,0.0,286.30333333333334,284.0,288.2,8589.1,302.18,297.1,308.4,9065.4,29.37,17.9,49.7,881.1,85.14666666666668,72.7,96.6,2554.4,5.386666666666668,4.1,6.7,161.60000000000002,319.78333333333325,179.9,356.4,9593.499999999998,52.3,42.0,61.0,1569.0,53.93333333333333,46.0,59.0,1618.0,11.183333333333335,9.1,13.6,335.50000000000006,11.24666666666667,10.7,11.6,337.4000000000001,1.5136666666666665,0.75,2.35,45.41,6.996666666666666,4.2,9.2,209.9,2022-08-15,4.07753744390572,2022,8,C,Small,Small,255.8706,1.0,46.0,0.6946583704589973,0.7193398003386512
fire_01642,baa65866-c909-42c4-a414-63c31d1bb3cb,Quail Fire,2022-08-17,34.48202,-118.60811,53.0,30,7,0.0,0.0,0.0,0.0,292.0142857142858,291.4,292.6,2044.1000000000004,309.6428571428572,308.3,310.7,2167.5,17.742857142857144,13.6,23.4,124.20000000000002,65.14285714285715,56.1,71.9,456.0000000000001,2.9428571428571426,2.6,3.3,20.6,314.8142857142857,309.0,320.8,2203.7,57.142857142857146,54.0,62.0,400.0,74.0,70.0,76.0,518.0,7.542857142857144,7.0,8.4,52.8,8.457142857142856,8.3,8.7,59.19999999999999,2.8285714285714287,2.41,3.14,19.8,7.442857142857143,7.2,8.0,52.1,14,0.0,0.0,0.0,0.0,292.1071428571429,290.7,294.0,4089.500000000001,308.74285714285713,304.6,310.9,4322.4,21.635714285714283,13.6,37.8,302.9,70.17142857142858,56.1,93.0,982.4,2.95,2.5,3.3,41.3,312.0214285714286,275.2,326.4,4368.3,54.5,46.0,62.0,763.0,70.5,61.0,76.0,987.0,8.621428571428572,7.0,11.3,120.70000000000002,8.635714285714286,8.3,9.0,120.9,2.566428571428572,1.45,3.14,35.93,7.207142857142857,5.6,8.0,100.9,30,0.0,0.0,0.0,0.0,291.1,287.7,294.0,8732.999999999998,307.7566666666667,304.6,310.9,9232.7,21.736666666666665,9.5,37.8,652.0999999999999,70.35666666666665,52.5,93.0,2110.7,3.036666666666666,2.3,3.6,91.1,319.44666666666666,260.8,350.2,9583.4,55.43333333333333,46.0,62.0,1663.0,71.33333333333333,61.0,77.0,2140.0,8.293333333333333,6.8,11.3,248.8,8.513333333333334,8.3,9.0,255.40000000000003,2.394,1.45,3.14,71.82,7.206666666666667,5.6,8.0,216.2,2022-08-17,3.9889840465642745,2022,8,C,Small,Small,359.48685,4.0,267.0,-0.0523359562429443,-0.9986295347545738
fire_01643,8d4e0591-dd62-4c04-82f3-10eb76556cde,Pleasant Fire,2022-08-20,39.2805,-121.1329,48.0,30,7,0.0,0.0,0.0,0.0,292.07142857142856,289.2,295.1,2044.5,311.1714285714285,308.7,312.8,2178.2,9.657142857142857,7.8,12.2,67.6,32.885714285714286,29.3,37.3,230.2,1.8714285714285712,1.3,2.4,13.099999999999998,311.12857142857143,243.8,332.3,2177.9,58.42857142857143,53.0,64.0,409.0,90.0,86.0,92.0,630.0,4.728571428571429,4.2,5.8,33.1,6.3,6.0,6.7,44.1,3.697142857142857,3.17,4.11,25.88,6.542857142857143,5.9,7.0,45.8,14,0.0,0.0,0.0,0.0,290.5642857142857,287.2,295.1,4067.9,308.7214285714286,303.7,312.8,4322.1,14.95,7.8,29.5,209.3,44.52857142857142,29.3,70.9,623.3999999999999,2.478571428571428,1.3,4.2,34.7,311.6214285714286,236.7,332.3,4362.700000000001,59.71428571428572,53.0,66.0,836.0,84.92857142857143,77.0,92.0,1189.0,5.964285714285715,4.2,8.0,83.50000000000001,6.578571428571428,6.0,6.9,92.1,3.044285714285714,1.89,4.11,42.62,6.757142857142858,5.9,7.3,94.6,30,0.0,0.0,0.0,0.0,291.3666666666668,287.2,295.1,8741.000000000002,308.8833333333333,301.8,312.8,9266.5,18.15333333333334,7.8,38.1,544.6000000000001,46.84333333333333,29.3,70.9,1405.3,2.716666666666667,1.3,4.2,81.5,310.97,219.5,366.4,9329.1,60.766666666666666,49.0,73.0,1823.0,84.26666666666667,75.0,92.0,2528.0,5.866666666666666,4.2,8.0,176.0,6.596666666666667,6.0,7.0,197.9,2.962666666666667,1.42,4.11,88.88000000000001,7.1,5.6,9.2,213.0,2022-08-20,3.8918202981106265,2022,8,C,Small,Small,581.6844,9.0,317.0,0.7313537016191707,-0.6819983600624983
fire_01644,1e84bb2e-0fd6-4002-bcd2-3cb2f622be6a,Point Fire,2022-08-20,38.9494,-122.6556,14.0,30,7,0.0,0.0,0.0,0.0,286.8857142857143,284.2,289.4,2008.2,311.4857142857143,308.5,313.1,2180.4,11.07142857142857,6.9,14.0,77.49999999999999,63.94285714285714,50.9,76.0,447.6,3.185714285714286,2.4,4.0,22.3,309.2714285714286,258.4,325.5,2164.9,49.42857142857143,46.0,53.0,346.0,67.57142857142857,61.0,71.0,473.0,8.057142857142859,6.8,10.5,56.400000000000006,9.55714285714286,9.2,10.1,66.9,3.2585714285714285,2.61,3.73,22.81,7.985714285714286,6.9,8.7,55.9,14,0.0,0.0,0.0,0.0,285.5857142857143,283.2,289.4,3998.2,308.56428571428575,304.2,313.1,4319.900000000001,17.985714285714288,6.9,33.2,251.8,79.86428571428571,50.9,100.0,1118.1,3.1142857142857143,2.4,4.0,43.6,315.5428571428571,258.4,326.3,4417.599999999999,45.57142857142857,39.0,53.0,638.0,62.07142857142857,54.0,71.0,869.0,10.514285714285714,6.8,13.8,147.2,9.685714285714283,9.2,10.3,135.6,2.4992857142857146,1.35,3.73,34.99,7.214285714285715,5.9,8.7,101.0,30,0.0166666666666666,0.0,0.5,0.5,287.52000000000004,283.2,293.3,8625.6,309.1499999999999,299.8,314.0,9274.499999999998,19.280000000000005,6.9,45.9,578.4000000000001,74.77666666666667,50.9,100.0,2243.3,3.073333333333333,2.4,4.5,92.2,314.5866666666667,178.0,367.1,9437.6,47.333333333333336,39.0,61.0,1420.0,66.43333333333334,54.0,75.0,1993.0,8.963333333333333,5.9,13.8,268.9,9.03,8.1,10.3,270.9,2.5883333333333334,0.84,3.73,77.65,7.37,4.3,9.7,221.1,2022-08-20,2.70805020110221,2022,8,C,Small,Small,469.0294,6.0,45.0,0.7071067811865476,0.7071067811865476
fire_01645,092ae456-6322-4f6d-b9f1-ed2c55a1fbc6,East Fire,2022-08-25,34.2338842,-117.8004523,150.0,30,7,0.0,0.0,0.0,0.0,292.82857142857137,291.0,294.2,2049.8,303.9714285714286,301.0,306.7,2127.8,22.77142857142857,13.3,30.8,159.4,50.9,37.4,61.7,356.3,2.7142857142857144,2.2,3.2,19.0,303.65714285714284,293.6,307.4,2125.6,59.285714285714285,58.0,63.0,415.0,83.0,80.0,86.0,581.0,6.514285714285714,5.9,7.1,45.6,6.4,6.3,6.5,44.8,2.25,1.66,2.95,15.75,6.3571428571428585,6.1,6.9,44.50000000000001,14,0.0,0.0,0.0,0.0,293.88571428571424,291.0,295.7,4114.4,305.0571428571429,301.0,306.9,4270.8,20.492857142857144,12.4,30.8,286.90000000000003,47.06428571428571,34.3,61.7,658.9,2.642857142857143,2.2,3.2,37.0,307.2428571428572,293.6,316.2,4301.400000000001,59.785714285714285,56.0,64.0,837.0,84.07142857142857,80.0,87.0,1177.0,6.228571428571429,5.6,7.1,87.2,6.392857142857143,6.3,6.5,89.5,2.5142857142857147,1.66,3.11,35.2,6.607142857142857,6.1,7.3,92.5,30,0.0,0.0,0.0,0.0,293.61333333333334,291.0,296.0,8808.4,304.54666666666674,301.0,307.8,9136.4,22.04,11.7,33.0,661.1999999999999,48.88,33.0,64.5,1466.4,2.6666666666666665,1.8,3.6,80.0,302.6433333333333,234.1,329.2,9079.3,59.03333333333333,51.0,67.0,1771.0,83.0,76.0,87.0,2490.0,6.433333333333334,5.6,7.9,193.0,6.4300000000000015,6.3,6.7,192.90000000000003,2.3656666666666664,1.66,3.3,70.96999999999998,6.536666666666665,5.2,7.5,196.1,2022-08-25,5.017279836814924,2022,8,D,Medium,Medium,640.1471,8.0,227.0,-0.6819983600624986,-0.7313537016191705
fire_01646,4612ddda-90b6-4733-a0a5-6bdeb622614b,Still Fire,2022-08-27,39.0543,-121.1103,44.0,30,7,0.0,0.0,0.0,0.0,290.9857142857143,289.4,292.8,2036.9,308.7714285714286,307.6,310.9,2161.4,14.271428571428572,8.8,16.6,99.9,45.84285714285714,32.1,51.4,320.9,2.957142857142857,1.8,4.4,20.7,311.2714285714286,306.8,316.1,2178.9,68.14285714285714,57.0,80.0,477.0,91.14285714285714,89.0,95.0,638.0,5.1571428571428575,4.2,5.7,36.1,5.585714285714286,5.5,5.6,39.1,3.0157142857142856,2.76,3.69,21.11,7.257142857142859,6.1,8.2,50.80000000000001,14,0.0,0.0,0.0,0.0,291.55,289.4,294.6,4081.7,309.2285714285714,307.4,311.7,4329.2,11.735714285714284,7.1,16.6,164.29999999999998,39.06428571428571,28.3,51.4,546.9,2.35,1.3,4.4,32.9,312.35714285714283,244.9,333.8,4373.0,63.142857142857146,54.0,80.0,884.0,91.42857142857144,88.0,95.0,1280.0,4.885714285714286,4.1,5.7,68.4,5.757142857142855,5.5,6.3,80.59999999999998,3.255,2.76,3.98,45.57,6.771428571428571,5.8,8.2,94.8,30,0.0,0.0,0.0,0.0,291.1766666666666,287.4,295.4,8735.3,307.65,301.7,311.7,9229.5,17.166666666666668,7.1,33.3,515.0,47.66,28.3,68.7,1429.8000000000002,2.543333333333333,1.3,4.4,76.3,302.38,201.9,348.8,9071.4,61.23333333333333,49.0,80.0,1837.0,87.26666666666667,79.0,95.0,2618.0,5.786666666666665,4.1,7.5,173.59999999999997,5.986666666666666,5.5,6.5,179.6,2.807666666666667,1.53,3.98,84.23,6.659999999999999,5.3,8.2,199.8,2022-08-27,3.80666248977032,2022,8,C,Small,Small,414.59726,2.0,174.0,-0.9945218953682732,0.1045284632676537
fire_01647,68202561-738b-4e30-a004-7ed156939fe8,McCovey Fire,2022-08-29,41.4672,-123.9277,25.0,30,7,0.0,0.0,0.0,0.0,287.57142857142856,286.0,289.4,2013.0,299.58571428571435,296.8,302.3,2097.1000000000004,37.22857142857144,31.0,44.0,260.6,77.9857142857143,65.0,85.2,545.9000000000001,3.142857142857143,1.4,5.4,22.0,298.45714285714286,293.6,302.0,2089.2,36.0,27.0,45.0,252.0,51.85714285714285,50.0,54.0,363.0,10.842857142857142,10.3,11.3,75.89999999999999,11.642857142857144,11.4,11.8,81.50000000000001,1.2114285714285715,0.87,1.57,8.48,5.1571428571428575,4.2,5.7,36.1,14,0.0,0.0,0.0,0.0,288.75714285714287,286.0,294.8,4042.6,300.5857142857143,296.8,305.3,4208.2,35.364285714285714,26.4,44.8,495.1,73.4142857142857,51.8,85.2,1027.7999999999995,2.935714285714286,0.9,5.4,41.1,301.7428571428572,286.4,318.3,4224.400000000001,34.785714285714285,25.0,45.0,487.0,51.285714285714285,45.0,54.0,718.0,10.87142857142857,9.7,13.5,152.2,11.864285714285714,11.4,12.6,166.1,1.383571428571429,0.87,2.29,19.37,5.32142857142857,4.2,6.8,74.49999999999999,30,0.01,0.0,0.3,0.3,287.7333333333333,282.7,294.8,8632.0,298.78333333333336,292.2,305.3,8963.5,39.95,26.4,59.8,1198.5,77.88333333333335,51.8,100.0,2336.5000000000005,2.2466666666666675,0.9,5.4,67.40000000000002,300.22,216.8,329.9,9006.6,30.866666666666667,22.0,45.0,926.0,50.03333333333333,40.0,57.0,1501.0,11.223333333333334,8.1,16.0,336.70000000000005,11.823333333333332,11.2,12.7,354.7,1.1670000000000005,0.37,2.29,35.010000000000005,4.9,3.5,6.8,146.99999999999997,2022-08-29,3.258096538021482,2022,8,C,Small,Small,509.82407,27.0,266.0,-0.0697564737441255,-0.9975640502598242
