County,No_Drought,D0,D1,D2,D3,D4,ValidStart_Date
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-29
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-22
san diego ,80.78,19.22,0.0,0.0,0.0,0.0,2023-08-15
san diego ,80.75,19.25,0.0,0.0,0.0,0.0,2023-08-08
san diego ,79.92,20.08,0.0,0.0,0.0,0.0,2023-08-01
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-07-25
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-07-18
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-07-11
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-07-04
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-06-27
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-06-20
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-06-13
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-06-06
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-05-30
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-05-23
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-05-16
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-05-09
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-05-02
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-04-25
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-04-18
san diego ,79.93,20.07,0.0,0.0,0.0,0.0,2023-04-11
san diego ,70.07,29.93,11.94,0.0,0.0,0.0,2023-04-04
san diego ,70.07,29.93,11.94,0.0,0.0,0.0,2023-03-28
san diego ,70.07,29.93,11.94,0.0,0.0,0.0,2023-03-21
san diego ,0.0,100.0,11.94,0.0,0.0,0.0,2023-03-14
san diego ,0.0,100.0,11.94,0.0,0.0,0.0,2023-03-07
san diego ,0.0,100.0,31.63,0.0,0.0,0.0,2023-02-28
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-21
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-14
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-07
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-31
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-24
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-17
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-10
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-03
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-12-27
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-12-20
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-12-13
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-12-06
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-11-29
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-11-22
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-11-15
san diego ,0.0,100.0,100.0,5.54,0.0,0.0,2022-11-08
san diego ,0.0,100.0,100.0,5.54,0.0,0.0,2022-11-01
san diego ,0.0,100.0,100.0,5.54,0.0,0.0,2022-10-25
san diego ,0.0,100.0,100.0,5.54,0.0,0.0,2022-10-18
san diego ,0.0,100.0,100.0,5.54,0.0,0.0,2022-10-11
san diego ,0.0,100.0,100.0,5.66,0.0,0.0,2022-10-04
san diego ,0.0,100.0,100.0,5.85,0.0,0.0,2022-09-27
san diego ,0.0,100.0,100.0,6.57,0.0,0.0,2022-09-20
san diego ,0.0,100.0,100.0,6.57,0.0,0.0,2022-09-13
san diego ,0.0,100.0,100.0,36.81,0.0,0.0,2022-09-06
san diego ,0.0,100.0,100.0,36.81,0.0,0.0,2022-08-30
san diego ,0.0,100.0,100.0,36.81,0.0,0.0,2022-08-23
san diego ,0.0,100.0,100.0,36.81,0.0,0.0,2022-08-16
san diego ,0.0,100.0,100.0,35.47,0.0,0.0,2022-08-09
san diego ,0.0,100.0,100.0,33.74,0.0,0.0,2022-08-02
san diego ,0.0,100.0,100.0,33.74,0.0,0.0,2022-07-26
san diego ,0.0,100.0,100.0,33.74,0.0,0.0,2022-07-19
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-07-12
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-07-05
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-06-28
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-06-21
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-06-14
san diego ,0.0,100.0,100.0,34.12,0.0,0.0,2022-06-07
san diego ,0.0,100.0,100.0,35.49,0.0,0.0,2022-05-31
san diego ,0.0,100.0,100.0,35.49,0.0,0.0,2022-05-24
san diego ,0.0,100.0,100.0,28.58,0.0,0.0,2022-05-17
san diego ,0.0,100.0,100.0,28.58,0.0,0.0,2022-05-10
san diego ,0.0,100.0,100.0,29.04,0.0,0.0,2022-05-03
san diego ,0.0,100.0,100.0,29.04,0.0,0.0,2022-04-26
san diego ,0.0,100.0,100.0,29.04,0.0,0.0,2022-04-19
san diego ,0.0,100.0,100.0,29.04,0.0,0.0,2022-04-12
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-04-05
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-03-29
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-03-22
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-03-15
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-03-08
san diego ,0.0,100.0,100.0,0.69,0.0,0.0,2022-03-01
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-02-22
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-02-15
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-02-08
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-02-01
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-01-25
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-01-18
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-01-11
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2022-01-04
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2021-12-28
san diego ,0.0,100.0,100.0,5.6,0.0,0.0,2021-12-21
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-12-14
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-12-07
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-11-30
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-11-23
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-11-16
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-11-09
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-11-02
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-10-26
san diego ,0.0,100.0,100.0,5.36,0.0,0.0,2021-10-19
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-10-12
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-10-05
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-09-28
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-09-21
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-09-14
san diego ,0.0,100.0,100.0,7.74,0.0,0.0,2021-09-07
san diego ,0.0,100.0,100.0,10.01,0.0,0.0,2021-08-31
san diego ,0.0,100.0,100.0,10.4,0.0,0.0,2021-08-24
san diego ,0.0,100.0,100.0,10.4,0.0,0.0,2021-08-17
san diego ,0.0,100.0,100.0,10.4,0.0,0.0,2021-08-10
san diego ,0.0,100.0,100.0,10.4,0.0,0.0,2021-08-03
san diego ,0.0,100.0,100.0,10.81,0.0,0.0,2021-07-27
san diego ,0.0,100.0,100.0,10.81,0.0,0.0,2021-07-20
san diego ,0.0,100.0,100.0,10.81,0.0,0.0,2021-07-13
san diego ,0.0,100.0,100.0,11.05,0.0,0.0,2021-07-06
san diego ,0.0,100.0,100.0,11.05,0.0,0.0,2021-06-29
san diego ,0.0,100.0,100.0,11.05,0.0,0.0,2021-06-22
san diego ,0.0,100.0,100.0,11.51,0.0,0.0,2021-06-15
san diego ,0.0,100.0,100.0,11.51,0.0,0.0,2021-06-08
san diego ,0.0,100.0,100.0,11.13,0.0,0.0,2021-06-01
san diego ,0.0,100.0,100.0,11.13,0.0,0.0,2021-05-25
san diego ,0.0,100.0,100.0,11.02,0.0,0.0,2021-05-18
san diego ,0.0,100.0,100.0,11.02,0.0,0.0,2021-05-11
san diego ,0.0,100.0,13.08,0.1,0.0,0.0,2021-05-04
san diego ,0.0,100.0,13.08,0.1,0.0,0.0,2021-04-27
san diego ,0.0,100.0,13.08,0.1,0.0,0.0,2021-04-20
san diego ,0.0,100.0,5.81,0.0,0.0,0.0,2021-04-13
san diego ,0.0,100.0,5.81,0.0,0.0,0.0,2021-04-06
san diego ,0.0,100.0,5.81,0.0,0.0,0.0,2021-03-30
san diego ,0.0,100.0,5.81,0.0,0.0,0.0,2021-03-23
san diego ,0.0,100.0,4.9,0.0,0.0,0.0,2021-03-16
san diego ,0.0,100.0,5.66,0.0,0.0,0.0,2021-03-09
san diego ,0.0,100.0,5.66,0.0,0.0,0.0,2021-03-02
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-02-23
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-02-16
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-02-09
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-02-02
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-01-26
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-01-19
san diego ,0.0,100.0,5.11,0.0,0.0,0.0,2021-01-12
san diego ,0.0,100.0,5.09,0.0,0.0,0.0,2021-01-05
san diego ,0.0,100.0,4.8,0.0,0.0,0.0,2020-12-29
san diego ,0.0,100.0,4.8,0.0,0.0,0.0,2020-12-22
san diego ,0.0,100.0,4.8,0.0,0.0,0.0,2020-12-15
san diego ,0.0,100.0,4.8,0.0,0.0,0.0,2020-12-08
san diego ,57.24,42.76,0.67,0.0,0.0,0.0,2020-12-01
san diego ,57.86,42.14,0.67,0.0,0.0,0.0,2020-11-24
san diego ,57.86,42.14,0.67,0.0,0.0,0.0,2020-11-17
san diego ,57.05,42.95,0.67,0.0,0.0,0.0,2020-11-10
san diego ,57.05,42.95,0.67,0.0,0.0,0.0,2020-11-03
san diego ,56.97,43.03,0.67,0.0,0.0,0.0,2020-10-27
san diego ,56.97,43.03,0.67,0.0,0.0,0.0,2020-10-20
san diego ,56.97,43.03,0.67,0.0,0.0,0.0,2020-10-13
san diego ,56.97,43.03,0.67,0.0,0.0,0.0,2020-10-06
san diego ,56.67,43.33,1.01,0.0,0.0,0.0,2020-09-29
san diego ,56.96,43.04,1.01,0.0,0.0,0.0,2020-09-22
san diego ,56.96,43.04,1.01,0.0,0.0,0.0,2020-09-15
san diego ,56.96,43.04,0.0,0.0,0.0,0.0,2020-09-08
san diego ,57.35,42.65,0.0,0.0,0.0,0.0,2020-09-01
san diego ,58.29,41.71,0.0,0.0,0.0,0.0,2020-08-25
san diego ,58.29,41.71,0.0,0.0,0.0,0.0,2020-08-18
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-08-11
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-08-04
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-07-28
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-07-21
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-07-14
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-07-07
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-30
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-23
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-16
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-09
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-02
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-26
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-19
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-12
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-05
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-28
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-21
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-14
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-07
san diego ,91.22,8.78,0.0,0.0,0.0,0.0,2020-03-31
san diego ,91.22,8.78,0.0,0.0,0.0,0.0,2020-03-24
san diego ,89.58,10.42,0.0,0.0,0.0,0.0,2020-03-17
san diego ,87.93,12.07,0.0,0.0,0.0,0.0,2020-03-10
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-03-03
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-02-25
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-02-18
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-02-11
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-02-04
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-28
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-21
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-14
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-07
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-24
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-17
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-10
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-03
san diego ,77.96,22.04,0.0,0.0,0.0,0.0,2019-11-26
san diego ,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-19
san diego ,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-12
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-11-05
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-29
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-22
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-15
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
san diego ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-01
san diego ,1.5,98.5,0.0,0.0,0.0,0.0,2019-09-24
san diego ,1.5,98.5,0.0,0.0,0.0,0.0,2019-09-17
san diego ,1.5,98.5,0.0,0.0,0.0,0.0,2019-09-10
san diego ,1.5,98.5,0.0,0.0,0.0,0.0,2019-09-03
san diego ,1.5,98.5,0.0,0.0,0.0,0.0,2019-08-27
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-08-20
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-08-13
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-08-06
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-07-30
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-07-23
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-07-16
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-07-09
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-07-02
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-06-25
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-06-18
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-06-11
san diego ,1.74,98.26,0.0,0.0,0.0,0.0,2019-06-04
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-05-28
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-05-21
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-05-14
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-05-07
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-04-30
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-04-23
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-04-16
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-04-09
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-04-02
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-03-26
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-03-19
san diego ,1.71,98.29,0.0,0.0,0.0,0.0,2019-03-12
san diego ,1.67,98.33,0.0,0.0,0.0,0.0,2019-03-05
san diego ,1.67,98.33,0.0,0.0,0.0,0.0,2019-02-26
san diego ,1.67,98.33,5.18,0.0,0.0,0.0,2019-02-19
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2019-02-12
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2019-02-05
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2019-01-29
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2019-01-22
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2019-01-15
san diego ,0.0,100.0,100.0,33.47,0.0,0.0,2019-01-08
san diego ,0.0,100.0,100.0,33.47,0.0,0.0,2019-01-01
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-12-25
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-12-18
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-12-11
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-12-04
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-11-27
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-11-20
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-11-13
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-11-06
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-10-30
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-10-23
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-10-16
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-10-09
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-10-02
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-09-25
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-09-18
san diego ,0.0,100.0,100.0,100.0,5.34,0.0,2018-09-11
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-09-04
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-08-28
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-08-21
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-08-14
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-08-07
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-07-31
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-07-24
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-07-17
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-07-10
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-07-03
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-06-26
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-06-19
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-06-12
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-06-05
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-05-29
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-05-22
san diego ,0.0,100.0,100.0,100.0,0.0,0.0,2018-05-15
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-05-08
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-05-01
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-04-24
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-04-17
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-04-10
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-04-03
san diego ,0.0,100.0,100.0,3.58,0.0,0.0,2018-03-27
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-03-20
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-03-13
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-03-06
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-02-27
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-02-20
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-02-13
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-02-06
san diego ,0.0,100.0,100.0,0.0,0.0,0.0,2018-01-30
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2018-01-23
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2018-01-16
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2018-01-09
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2018-01-02
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-12-26
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-12-19
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-12-12
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-12-05
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-11-28
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-11-21
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-11-14
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-11-07
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-10-31
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-10-24
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-10-17
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-10-10
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-10-03
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-09-26
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-09-19
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-09-12
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-09-05
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-08-29
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-08-22
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-08-15
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-08-08
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-08-01
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-07-25
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-07-18
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-07-11
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-07-04
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-06-27
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-06-20
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-06-13
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-06-06
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-05-30
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-05-23
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-05-16
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-05-09
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-05-02
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-04-25
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-04-18
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-04-11
san diego ,0.0,100.0,17.4,0.0,0.0,0.0,2017-04-04
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-03-28
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-03-21
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-03-14
san diego ,0.0,100.0,17.39,0.0,0.0,0.0,2017-03-07
san diego ,0.0,100.0,23.84,0.0,0.0,0.0,2017-02-28
san diego ,0.0,100.0,100.0,4.72,0.0,0.0,2017-02-21
san diego ,0.0,100.0,100.0,4.72,0.0,0.0,2017-02-14
san diego ,0.0,100.0,100.0,4.72,0.0,0.0,2017-02-07
san diego ,0.0,100.0,100.0,61.15,0.0,0.0,2017-01-31
san diego ,0.0,100.0,100.0,61.15,0.0,0.0,2017-01-24
san diego ,0.0,100.0,100.0,100.0,55.73,0.0,2017-01-17
san diego ,0.0,100.0,100.0,100.0,55.73,0.0,2017-01-10
san diego ,0.0,100.0,100.0,100.0,55.73,0.0,2017-01-03
san diego ,0.0,100.0,100.0,100.0,55.73,0.0,2016-12-27
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-12-20
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-12-13
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-12-06
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-11-29
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-11-22
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-11-15
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-11-08
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-11-01
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-10-25
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-10-18
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-10-11
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-10-04
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-09-27
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-09-20
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-09-13
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-09-06
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-08-30
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-08-23
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-08-16
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-08-09
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-08-02
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-07-26
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-07-19
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-07-12
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-07-05
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-06-28
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-06-21
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-06-14
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-06-07
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-05-31
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-05-24
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-05-17
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-05-10
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-05-03
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-04-26
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-04-19
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-04-12
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-04-05
san diego ,0.0,100.0,100.0,100.0,66.61,0.0,2016-03-29
